order_id,customer_state,seller_states,categories,order_status,order_purchase_timestamp,delivered_customer_date,estimated_delivery_date,item_count,seller_count,total_item_value,total_freight_value,total_payment_value,max_payment_installments,min_review_score,priority_score,priority_band,risk_flags
078f6a01964ee122ef20881df839af31,PR,SP,home_appliances_2,canceled,2018-08-06 11:06:21,,2018-08-16 00:00:00,1,1,2350.0,69.2,2419.2,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
2aaab7e991347226dbda1f61c6785f88,SP,SP,baby,canceled,2018-07-25 13:57:52,,2018-08-10 00:00:00,5,1,49.95,36.949999999999996,86.9,1,1,85,Critical,canceled_or_unavailable|low_review_score|high_freight_ratio|high_item_count|low_review_with_comment
a9c8ac0c26c178f0ad33618f96225a01,PR,PR,electronics,canceled,2018-07-22 23:36:14,,2018-08-07 00:00:00,5,1,1795.0,155.2,1950.2,8,2,85,Critical,canceled_or_unavailable|low_review_score|high_item_count|high_value_order|low_review_with_comment
b85825cdbdab14cc17f2e159f0fba217,SP,SP,baby,canceled,2018-07-21 23:27:59,,2018-08-09 00:00:00,1,1,112.0,62.86,174.86,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_freight_ratio|low_review_with_comment
f7b13a5afd48ca5bcf589a25d5377b00,MG,SP,cool_stuff,canceled,2018-07-12 12:14:56,,2018-07-30 00:00:00,1,1,2299.95,104.77,2404.72,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
266f9c3f364a7ef351edb998487ae783,MT,SP,perfumery,delivered,2018-03-05 12:30:40,2018-04-04 19:03:02,2018-03-28 00:00:00,6,1,63.599999999999994,100.74,164.34,10,1,85,Critical,very_late_delivery|low_review_score|high_installments|high_freight_ratio|high_item_count|low_review_with_comment
808c7c69c2778bdf4689eee0286e2bef,SP,SP,furniture_decor,canceled,2018-02-22 07:57:07,,2018-03-13 00:00:00,6,1,77.94,56.04,133.98,1,1,85,Critical,canceled_or_unavailable|low_review_score|high_freight_ratio|high_item_count|low_review_with_comment
0148d3df00cebda592d4e5f966e300cc,SP,SP,housewares,canceled,2017-08-19 19:08:26,,2017-09-11 00:00:00,5,1,27.650000000000002,59.25,86.9,1,1,85,Critical,canceled_or_unavailable|low_review_score|high_freight_ratio|high_item_count|low_review_with_comment
be3b8d058b8100d8a2539ce0b2c6ec0b,RJ,SP,watches_gifts,canceled,2017-07-20 14:32:34,,2017-08-11 00:00:00,1,1,1199.9,23.16,1223.06,10,2,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
e23eaa3bc8275c392145e736dbdea275,SP,SP,auto,canceled,2017-06-18 17:22:09,,2017-06-30 00:00:00,1,1,1999.99,26.55,2026.54,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
6683aa4f73f7869ec65ebeeef53f700b,SP,SP,housewares,canceled,2017-04-26 22:38:50,,2017-05-29 00:00:00,5,1,89.5,54.800000000000004,144.3,2,2,85,Critical,canceled_or_unavailable|low_review_score|high_freight_ratio|high_item_count|low_review_with_comment
1c95864be748aeb7e70002b2d365646f,SP,SP,computers_accessories,canceled,2017-04-14 16:11:03,,2017-05-17 00:00:00,1,1,1140.9,20.57,1161.47,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
a9957adf297a6be5e8625b3e93329c6d,SP,SP,dvds_blu_ray,canceled,2017-03-06 20:51:57,,2017-03-22 00:00:00,1,1,1420.0,18.23,1438.23,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
dbbbc904081f8e928028432e2e3d7686,RJ,SP,sports_leisure,canceled,2016-10-06 13:24:15,,2016-12-14 00:00:00,1,1,1299.99,100.75,1400.74,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
dc18a044b56ed174037ca164cdf2e921,SP,SC,electronics,unavailable,2016-10-05 14:16:28,,2016-11-29 00:00:00,1,1,1199.0,28.78,1227.78,10,1,85,Critical,canceled_or_unavailable|low_review_score|high_installments|high_value_order|low_review_with_comment
cfed507ac357129f750f05a0d7d71b15,MA,MG,furniture_living_room,delivered,2018-02-25 12:15:02,2018-04-06 01:26:34,2018-03-27 00:00:00,3,1,1380.0,711.33,2091.33,10,1,80,Critical,very_late_delivery|low_review_score|high_installments|high_freight_ratio|high_value_order
c87de2d1aece481642a24bae4b964b07,RS,SC,garden_tools,canceled,2017-04-24 09:51:21,,2017-05-15 00:00:00,6,1,1854.0,95.52,1949.52,1,1,80,Critical,canceled_or_unavailable|low_review_score|high_item_count|high_value_order
657467884d9a109179d820f67575db18,PI,PR,market_place,canceled,2017-02-16 11:29:08,,2017-04-18 00:00:00,1,1,90.0,50.0,140.0,10,1,80,Critical,canceled_or_unavailable|low_review_score|high_installments|high_freight_ratio
6d0940a8f5fba47562bb14cd97dfd6da,RS,SP,home_appliances_2,delivered,2018-08-10 00:17:59,2018-09-12 20:15:38,2018-08-28 00:00:00,1,1,2350.0,105.12,2455.12,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
fa4c59a94711decb9c0410a0e7f878bc,SP,MG,furniture_decor,canceled,2018-07-31 21:45:27,,2018-08-08 00:00:00,1,1,19.2,13.47,32.67,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
2efe3d3b0ddc295d2ce1c43f021078cb,SP,SP,garden_tools,delivered,2018-07-29 16:19:56,2018-08-23 15:22:46,2018-08-07 00:00:00,6,1,53.28,49.739999999999995,103.02,1,1,75,High,very_late_delivery|low_review_score|high_freight_ratio|high_item_count|low_review_with_comment
98464a5096e400810b94bb93f38924c9,RS,SP,cool_stuff,canceled,2018-07-12 12:01:37,,2018-08-07 00:00:00,1,1,2299.95,104.77,2404.72,1,1,75,High,canceled_or_unavailable|low_review_score|high_value_order|low_review_with_comment
0a7f4604ee9cab65020038275efe1d76,SP,SP,costruction_tools_garden,canceled,2018-07-08 18:44:18,,2018-07-27 00:00:00,3,1,33.81,38.37,72.18,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
e95c2973b9be01bfe69bd4e1f33346fa,SP,SP,sports_leisure,canceled,2018-06-28 12:10:28,,2018-07-24 00:00:00,1,1,20.0,12.8,32.8,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
d93ef0caa7a160caec60b4d6833415a6,MG,MG,sports_leisure,canceled,2018-06-25 16:20:24,,2018-07-23 00:00:00,2,1,90.0,46.62,136.62,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
0a0e76ba55e310fd24657a1f532b97c1,SP,SP,kitchen_dining_laundry_garden_furniture,canceled,2018-06-24 14:49:59,,2018-07-20 00:00:00,1,1,129.0,77.98,206.98,8,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
81279a15416799e6580df60f66760a7b,MS,SP,sports_leisure,delivered,2018-05-18 17:40:57,2018-06-18 19:24:51,2018-06-06 00:00:00,1,1,1001.0,51.14,1052.14,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
b54861ba91f988d9f961bdcd1a9a2026,SP,SP,baby,canceled,2018-05-14 19:05:40,,2018-06-08 00:00:00,1,1,139.99,36.84,176.83,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
058e0a8627dc25b49eae4ce6ca658cb8,SP,SC,construction_tools_lights,canceled,2018-05-10 13:10:44,,2018-05-28 00:00:00,2,1,1078.0,74.62,1152.62,3,1,75,High,canceled_or_unavailable|low_review_score|high_value_order|low_review_with_comment
075cc7ce268544c780299db653d21467,SP,,unknown,unavailable,2018-04-20 09:39:52,,2018-05-08 00:00:00,,,,,175.16,17,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
940018724d5c0c1847f642dc1d8d0ea2,SP,,unknown,unavailable,2018-04-19 14:23:49,,2018-04-27 00:00:00,,,,,454.31,10,2,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
3f5d83fd2c551b9eeac583644c97ad09,SP,SP,consoles_games,canceled,2018-04-13 10:52:21,,2018-04-25 00:00:00,2,1,519.82,17.36,537.18,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
d43302fdeb00a216e03f8c14c1aa95c5,SP,SP,consoles_games,canceled,2018-04-13 10:14:55,,2018-04-25 00:00:00,2,1,519.82,17.36,537.18,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
bc488184689ceaa10ede9045693eb6bc,SE,SP,garden_tools,delivered,2018-04-03 11:35:18,2018-05-11 19:36:55,2018-04-30 00:00:00,1,1,1670.0,59.98,1729.98,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
2be6c8b958e16856397259974d4abee9,DF,SP,fashion_bags_accessories,canceled,2018-04-02 18:20:00,,2018-04-19 00:00:00,1,1,557.0,60.81,617.81,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
f7dca277a6bb273200598f0e36319d94,SP,PR,furniture_decor,canceled,2018-03-28 15:49:07,,2018-04-20 00:00:00,1,1,29.9,38.14,68.04,1,2,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
d05d7ff2f99a1360d7a4e4c902eee05f,SP,,unknown,unavailable,2018-03-28 10:43:54,,2018-04-10 00:00:00,,,,,734.06,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
e7ab20977cf6ea5cc4a63b3ecf897dd3,SP,SP,housewares,delivered,2018-03-11 10:27:45,2018-04-13 15:36:40,2018-03-28 00:00:00,1,1,1489.0,22.86,1511.86,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
118045506e1c1dda060171af43fe11b4,BA,SP,furniture_decor,delivered,2018-03-08 19:06:05,2018-04-11 12:53:50,2018-04-04 00:00:00,5,1,225.0,135.39999999999998,360.4,1,1,75,High,very_late_delivery|low_review_score|high_freight_ratio|high_item_count|low_review_with_comment
d1f4276166cee5a37d01beb15e2426fc,SP,SP,electronics,canceled,2018-02-26 06:37:45,,2018-03-12 00:00:00,1,1,15.9,8.72,24.62,1,2,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
71081f5935795063b2da072531dcd1ae,MA,SP,baby,delivered,2018-02-18 22:08:48,2018-03-29 18:57:09,2018-03-22 00:00:00,1,1,74.8,38.07,112.87,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_freight_ratio|low_review_with_comment
0584a31bb6abbd3dcc27e2d464ac863d,SP,SP,construction_tools_construction,canceled,2018-02-18 15:06:15,,2018-03-06 00:00:00,1,1,12.9,8.72,21.62,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
a8b78b69f09b2a198f5a89c1897f8c72,SP,SP,unknown,canceled,2018-02-17 17:16:24,,2018-03-13 00:00:00,1,1,20.99,11.85,32.84,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
9acc95f3652577fb8a5c8b1a7ee9bd96,CE,SP,housewares,canceled,2018-02-15 20:18:27,,2018-03-14 00:00:00,1,1,23.75,17.63,41.38,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
aa7c3f20fab2d3cb0f76ab5165e47618,RJ,SP,pet_shop,canceled,2018-02-15 11:40:45,,2018-03-09 00:00:00,1,1,19.99,15.11,35.1,3,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
607c1c3f926d9435d428d7aa7d52a1ed,SP,,unknown,unavailable,2018-02-13 21:40:28,,2018-03-01 00:00:00,,,,,847.3,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
167d05678f810589a854d30460ae62f0,RS,RJ,sports_leisure,canceled,2018-02-03 22:58:58,,2018-03-05 00:00:00,1,1,192.0,17.78,209.78,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
95f5825a4d547b92c4f1824df000084c,SP,SP,sports_leisure,delivered,2018-01-28 13:03:25,2018-02-23 23:12:00,2018-02-14 00:00:00,1,1,1019.0,20.74,1039.74,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
4f7ce3efe568a5e57290a9fa3e45b1f5,PI,SP,sports_leisure,delivered,2018-01-26 13:32:22,2018-03-08 11:15:57,2018-02-21 00:00:00,1,1,1695.0,32.67,1727.67,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
3c3df3dd2afaabb39a53131f9ce98116,SP,,unknown,unavailable,2018-01-25 14:52:00,,2018-02-19 00:00:00,,,,,463.9,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
773f048245dc975a5f7c67c2415c88a0,BA,SC,garden_tools,delivered,2018-01-24 16:45:34,2018-05-30 16:56:49,2018-02-23 00:00:00,1,1,2029.0,63.86,2092.86,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
661ab45d56f3c1ea4a2798d03710e3c4,SC,SP,fashion_bags_accessories,delivered,2018-01-23 19:47:19,2018-03-06 22:09:20,2018-02-19 00:00:00,1,1,89.9,68.99,158.89,10,2,75,High,very_late_delivery|low_review_score|high_installments|high_freight_ratio|low_review_with_comment
5034308872e3b0e7c30ab14859feef53,MG,,unknown,unavailable,2018-01-18 17:41:34,,2018-02-09 00:00:00,,,,,143.22,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
20ff9b4b339b20ef47cfcda736a17a52,RJ,,unknown,unavailable,2018-01-11 11:59:41,,2018-02-09 00:00:00,,,,,257.92,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
ca212ae794bbfd785ba7d86a1b7e9f2c,RJ,SP,baby,delivered,2018-01-08 20:09:02,2018-02-20 19:16:59,2018-02-06 00:00:00,1,1,1009.0,144.09,1153.09,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
05da04fd9f94dfb49fd643216d2cbe1f,BA,,unknown,unavailable,2018-01-04 11:33:15,,2018-02-01 00:00:00,,,,,277.28,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
7ecb6c38b166531663fdecce49dc1a6f,PR,,unknown,unavailable,2017-12-29 00:18:54,,2018-01-26 00:00:00,,,,,1528.99,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
d5f143e9c159a5f1c33f7477c89db770,MG,PR,construction_tools_construction,delivered,2017-12-26 18:37:30,2018-02-22 11:14:56,2018-02-01 00:00:00,2,1,1384.0,42.57,1426.57,10,2,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
2efab00b70c96a73f5fed910d373957a,SP,SP,watches_gifts,canceled,2017-12-24 10:07:19,,2018-01-19 00:00:00,2,1,116.0,136.26,252.26,8,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
33e13c48e5883f2a3ae2269bf57650c7,MG,,unknown,unavailable,2017-12-22 12:41:34,,2018-01-26 00:00:00,,,,,839.97,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
a20244bef3bafb6f4d37e3603539336d,MG,,unknown,unavailable,2017-12-14 10:33:27,,2018-01-10 00:00:00,,,,,1173.44,10,2,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
7018a2cb4802de2f9ed4b09b6a98e6fd,AL,,unknown,canceled,2017-12-10 10:27:39,,2018-01-24 00:00:00,,,,,639.98,10,2,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
85fc293d3e0bf416c547c15d991e096a,RJ,,unknown,unavailable,2017-12-07 20:38:53,,2017-12-26 00:00:00,,,,,516.32,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
55f1a7153e4d67447465073ad9490f04,SP,,unknown,unavailable,2017-12-04 13:14:31,,2018-01-02 00:00:00,,,,,1354.8,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
ee234bfd26ca588915483995d811c1d0,SP,,unknown,unavailable,2017-11-29 08:39:03,,2017-12-21 00:00:00,,,,,619.86,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
9d4e334ddde795cd4fbee24dc4b68cfe,SP,,unknown,unavailable,2017-11-27 16:03:51,,2017-12-22 00:00:00,,,,,160.68,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
ccac33950ffc27cb905dbcdfb099494a,SP,,unknown,unavailable,2017-11-26 02:13:57,,2017-12-19 00:00:00,,,,,184.94,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
02852b112ad108b3d2b3d4ee198d84a8,BA,PR,bed_bath_table,delivered,2017-11-25 11:58:17,2018-01-13 20:43:38,2017-12-22 00:00:00,1,1,69.9,50.15,120.05,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_freight_ratio|low_review_with_comment
0e64b89242bbb62b8ea29c57fc8073fb,SP,,unknown,unavailable,2017-11-23 10:53:08,,2017-12-20 00:00:00,,,,,166.99,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
d7a2c0c1ff66b314f3bf166fb4157fd4,PE,SP,agro_industry_and_commerce,delivered,2017-11-20 22:28:56,2018-01-11 23:33:31,2017-12-19 00:00:00,1,1,2990.0,194.55,3184.55,10,2,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
6111350dd1f8b825ac82e9caea339f07,SP,,unknown,unavailable,2017-11-17 10:23:15,,2017-11-30 00:00:00,,,,,282.3,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
7806407a20e7d38caef6b35ea7757142,SP,SP,furniture_decor,canceled,2017-11-14 21:58:32,,2017-11-28 00:00:00,6,1,212.94,45.06,258.0,8,1,75,High,canceled_or_unavailable|low_review_score|high_item_count|low_review_with_comment
648637c544f762334d4ce9bbe88ebe21,SP,,unknown,unavailable,2017-11-09 22:40:17,,2017-11-29 00:00:00,,,,,171.61,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
ee6c0c64fe661230879a8491ce7dac76,RJ,RJ,christmas_supplies,canceled,2017-11-08 00:11:54,,2017-11-22 00:00:00,1,1,12.99,7.94,20.93,2,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
d66296945273987f899b24ce13f32f81,SP,PE,cool_stuff,canceled,2017-11-02 18:11:24,,2017-12-01 00:00:00,1,1,29.9,34.15,64.05,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
24cee263ae15271412b77854eb10b840,MA,,unknown,unavailable,2017-11-01 18:16:28,,2017-11-24 00:00:00,,,,,607.43,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
f62c7996783afdbec5f6c8afc0c8a040,RJ,SP,computers_accessories,canceled,2017-10-12 11:49:29,,2017-11-07 00:00:00,1,1,29.35,15.11,44.46,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
aaf3ed5d59c660ed5b94eb2dd4103ea0,RJ,,unknown,unavailable,2017-10-07 14:01:14,,2017-11-03 00:00:00,,,,,100.0,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
51375acfdef4d742df94640aa60d385b,CE,,unknown,unavailable,2017-10-06 19:37:46,,2017-11-06 00:00:00,,,,,1643.64,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
91427fef1ca1431d3d86d7bcd0b51ebc,SP,,unknown,unavailable,2017-09-29 12:00:01,,2017-10-20 00:00:00,,,,,248.8,10,2,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
2f634e2cebf8c0283e7ef0989f77d217,SP,,unknown,unavailable,2017-09-27 20:55:33,,2017-10-27 00:00:00,,,,,615.53,12,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
9f792c846e897702e89fb06829be1b0b,PE,SC,bed_bath_table,delivered,2017-09-13 23:41:20,2017-10-19 20:13:51,2017-10-06 00:00:00,1,1,85.9,47.13,133.03,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_freight_ratio|low_review_with_comment
83e6338b5cf25dcf222551cb8da8d0d6,BA,RJ,cool_stuff,canceled,2017-08-16 21:32:48,,2017-09-14 00:00:00,1,1,2649.0,43.82,2692.82,2,1,75,High,canceled_or_unavailable|low_review_score|high_value_order|low_review_with_comment
8ac55ad4ce4706e06f7284f61746503a,PR,,unknown,unavailable,2017-08-13 17:33:09,,2017-09-06 00:00:00,,,,,1272.51,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
88ce73cc24548143016810f81a9e53d4,SP,SP,auto,delivered,2017-07-18 18:49:15,2017-08-12 12:43:56,2017-07-31 00:00:00,1,1,1999.99,26.55,2026.54,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
ccbd198eb55e22f3b2240d1605961c5f,SP,,unknown,unavailable,2017-07-07 13:24:00,,2017-07-31 00:00:00,,,,,293.46,10,2,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
e5882de2409ffb5a26782367e95b91ba,PE,,unknown,unavailable,2017-06-30 13:26:22,,2017-08-08 00:00:00,,,,,1384.73,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
c52e91d0960446c0624a5a984188ffba,BA,SP,auto,delivered,2017-06-19 09:59:58,2017-07-28 19:21:43,2017-07-19 00:00:00,1,1,1999.99,35.87,2035.86,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
9b4ea4ff8f51f91557fd6448e909cf81,SP,SP,auto,delivered,2017-06-18 12:16:28,2017-07-18 13:38:31,2017-06-30 00:00:00,1,1,1999.99,26.55,2026.54,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
061304e42542425c8ff0be14d03126e4,SP,SP,auto,delivered,2017-06-14 14:59:53,2017-07-14 11:42:07,2017-07-05 00:00:00,1,1,1999.99,29.63,2029.62,10,1,75,High,very_late_delivery|low_review_score|high_installments|high_value_order|low_review_with_comment
779078ac80552fa400b11c285d16e4fa,RJ,,unknown,unavailable,2017-06-13 21:11:58,,2017-06-28 00:00:00,,,,,293.4,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
03a8aa5d0860898d421c46247011c686,SP,SP,auto,canceled,2017-05-31 19:02:28,,2017-06-21 00:00:00,1,1,314.99,18.91,333.9,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
eb3c2af8fb549b98c453e7bfb641da91,MG,,unknown,unavailable,2017-05-09 09:37:25,,2017-06-05 00:00:00,,,,,127.92,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
641936471bfc717987f997bfed150bd6,SP,SP,sports_leisure,canceled,2017-04-21 16:09:18,,2017-05-16 00:00:00,1,1,11.45,9.34,20.79,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
490291524fddde2b31c2e6bec3d9e6da,MG,SC,watches_gifts,canceled,2017-04-14 22:40:54,,2017-05-23 00:00:00,1,1,26.69,17.78,44.47,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
3ccf1aa4144993ddec8287ef8ee0a107,MA,,unknown,unavailable,2017-04-08 00:08:18,,2017-05-10 00:00:00,,,,,138.26,12,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
676e40056867189a1b3599f3e646f421,SP,PR,sports_leisure,canceled,2017-04-07 21:12:31,,2017-05-03 00:00:00,2,1,50.36,31.12,81.48,1,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
12e5a909c18964acada1ce9a760d9afe,SP,,unknown,unavailable,2017-03-23 23:41:40,,2017-04-12 00:00:00,,,,,1620.77,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
31c6c41e2949f1a20c6f8e60ac17d4fe,SP,,unknown,unavailable,2017-03-21 23:15:29,,2017-04-10 00:00:00,,,,,1520.77,10,1,75,High,canceled_or_unavailable|low_review_score|high_installments|low_review_with_comment
16547d000ee8f177f45827613e2a17f3,RS,SP,telephony,canceled,2017-03-21 21:16:22,,2017-04-13 00:00:00,2,1,37.98,32.1,70.08,7,1,75,High,canceled_or_unavailable|low_review_score|high_freight_ratio|low_review_with_comment
